From	Date	Category	Amount
Wützkatze	12/20/2025	Quest	0.1
Wützkatze	12/20/2025	First Aid	0.7000000000000001
Wützkatze	12/20/2025	Misc.	1.13
Wützkatze	12/20/2025	Gear	0.2
Wützkatze	12/20/2025	Alchemy	0.15
Wützkatze	12/20/2025	Herbalism	0.42
Canaglia	12/20/2025	Meat	0.74
Canaglia	12/20/2025	Quest	0.32
Wützkatze	12/20/2025	Meat	0.01
Neverdieddrd	12/20/2025	Skinning	0.03
Neverdieddrd	12/20/2025	Meat	0.27
Neverdieddrd	12/20/2025	Herbalism	0.16
Neverdieddrd	12/20/2025	Quest	0.29
Vctrygun	12/20/2025	Meat	3.62
Vctrygun	12/20/2025	Misc.	0.52
Vctrygun	12/20/2025	Skinning	0.55
Vctrygun	12/20/2025	Quest	0.06
Jägerin	12/20/2025	Meat	20.24
Jägerin	12/20/2025	Misc.	1.76
Jägerin	12/20/2025	Mining	0.23
Ghromly	12/20/2025	Cloth	2.38
Briceroy	12/20/2025	Alchemy	0.0
Briceroy	12/20/2025	Meat	0.03
Briceroy	12/20/2025	Engineering	0.0
Briceroy	12/20/2025	Skinning	1.08
Briceroy	12/20/2025	Herbalism	0.25
Pixley	12/20/2025	Alchemy	6.4
Yire	12/20/2025	Fishing	0.6000000000000001
Lews	12/20/2025	Herbalism	1.83
Lews	12/20/2025	Cloth	9.6
Lews	12/20/2025	Meat	0.44
Lews	12/20/2025	Misc.	0.5
Feuerfinger	12/20/2025	Alchemy	0.11
Feuerfinger	12/20/2025	Misc.	0.15
Kharn	12/20/2025	Banking	26.5
Yire	12/20/2025	Banking	11.0
AngryGary	12/20/2025	Banking	24.5
Snake	12/20/2025	Banking	3.0
Jarn	12/20/2025	Banking	22.5
Kilroth	12/20/2025	Banking	7.5
Allexie/Lireala/Bryllie	12/20/2025	Banking	15.5
Eilaurowen	12/20/2025	Banking	0.5
Blood/Lews	12/20/2025	Banking	0.5
Dhstorage	12/21/2025	Cooking	0.03
Yire	12/21/2025	Mining	0.01
Yire	12/21/2025	Misc.	0.21
Yire	12/21/2025	Gear	15.0
Kilrish	12/21/2025	Cloth	0.9
Kilrish	12/21/2025	Quest	0.08
Gnoxious	12/21/2025	Meat	0.16
Gnoxious	12/21/2025	Misc.	0.7100000000000001
Gnoxious	12/21/2025	Skinning	0.15
Yire	12/21/2025	Alchemy	0.21
Yire	12/21/2025	Tailoring	2.56
Yire	12/21/2025	Meat	0.8200000000000001
Yire	12/21/2025	Herbalism	0.01
Fumafumabank	12/21/2025	Misc.	3.84
Fumafumabank	12/21/2025	Herbalism	0.68
Fumafumabank	12/21/2025	Skinning	1.03
Fumafumabank	12/21/2025	Meat	1.4200000000000002
Fumafumabank	12/21/2025	Alchemy	0.24
Fumafuma	12/21/2025	Alchemy	1.34
Gnephe	12/21/2025	Cloth	8.0
Gnoxious	12/21/2025	First Aid	0.09
Boshido	12/21/2025	Herbalism	2.0
Shamalas	12/21/2025	Misc.	0.98
Esairia	12/21/2025	Misc.	3.87
Esairia	12/21/2025	Meat	2.45
Snowshoe	12/21/2025	Misc.	0.93
Burninator	12/21/2025	Engineering	0.0
Gnephe	12/21/2025	Meat	1.7
Gnephe	12/21/2025	Misc.	0.0
Gnephe	12/21/2025	Quest	0.05
Fifthnipple	12/21/2025	Misc.	2.44
Fifthnipple	12/21/2025	Cloth	4.800000000000001
Fifthnipple	12/21/2025	Fishing	0.0
Fifthnipple	12/21/2025	Alchemy	0.16
Fifthnipple	12/21/2025	Meat	0.06
Fifthnipple	12/21/2025	Herbalism	0.01
Fifthnipple	12/21/2025	Quest	0.09
Lews	12/21/2025	Mining	0.12
Lews	12/21/2025	Herbalism	3.92
Lews	12/21/2025	Cloth	8.899999999999999
Lews	12/21/2025	Enchanting	25.5
Lews	12/21/2025	Quest	9.76
Lews	12/21/2025	Misc.	2.14
Briceroy	12/21/2025	Alchemy	0.0
Dehuntress	12/21/2025	Community	3.0
Loopidot	12/21/2025	Alchemy	0.45
Loopidot	12/21/2025	Misc.	0.12
Loopidot	12/21/2025	Cloth	0.26
Loopidot	12/21/2025	Skinning	0.02
Loopidot	12/21/2025	Meat	0.06
Loopidot	12/21/2025	Herbalism	0.2
Astraeon	12/21/2025	Misc.	1.21
Astraeon	12/21/2025	Leatherworking	2.0
Lews	12/21/2025	Meat	0.44
Lews	12/21/2025	Skinning	0.07
Burninator	12/21/2025	Alchemy	0.1
Burninator	12/21/2025	Meat	0.18
Briceroy	12/21/2025	Herbalism	0.6
Briceroy	12/21/2025	Skinning	0.0
Sraiden	12/21/2025	Herbalism	2.88
Sraiden	12/21/2025	Mining	0.12
Fumafuma	12/21/2025	Meat	0.18
Bearsome	12/21/2025	Leatherworking	1.3
Burninator	12/21/2025	Misc.	0.16
Dilirra	12/21/2025	Herbalism	0.34
Dilirra	12/21/2025	Cloth	0.4
Dilirra	12/21/2025	Misc.	1.6
Covril	12/21/2025	Herbalism	1.67
Covril	12/21/2025	Meat	0.05
Covril	12/21/2025	Skinning	0.02
Pangaean	12/21/2025	Meat	0.3
Oldncranky	12/21/2025	Herbalism	0.33
Oldncranky	12/21/2025	Skinning	0.18
Covril	12/21/2025	Cooking	0.03
Covril	12/21/2025	Cloth	1.26
Covril	12/21/2025	Misc.	0.3
Covril	12/21/2025	Mining	0.02
Canaglia	12/21/2025	Cloth	4.0
Canaglia	12/21/2025	Misc.	0.42
Amarànthe	12/21/2025	Skinning	2.45
Amarànthe	12/21/2025	Mining	2.3
Amarànthe	12/21/2025	Misc.	0.19
Amarànthe	12/21/2025	Meat	1.4200000000000002
Fumafumabank	12/21/2025	Tailoring	0.72
Fumafumabank	12/21/2025	Cloth	6.4
Fumafumabank	12/21/2025	Fishing	0.35
Fumafumabank	12/21/2025	Engineering	0.04
Loopidot	12/21/2025	Tailoring	0.3
Gnoobie	12/21/2025	Herbalism	0.2
Gnoobie	12/21/2025	Misc.	1.11
Gnoobie	12/21/2025	Skinning	0.06
Gnoobie	12/21/2025	Meat	1.7500000000000002
Gnoobie	12/21/2025	Tailoring	0.04
Gnoobie	12/21/2025	Alchemy	0.1
Gnoobie	12/21/2025	Mining	0.08
Gnoobie	12/21/2025	Quest	2.4000000000000004
Pangaean	12/21/2025	Skinning	0.57
Pangaean	12/21/2025	Tailoring	0.3
Blankerz	12/21/2025	Blacksmithing	6.0
Mireadon	12/21/2025	Mining	0.57
Mireadon	12/21/2025	Misc.	1.05
Mireadon	12/21/2025	Meat	2.02
Mireadon	12/21/2025	Quest	0.31
Mireadon	12/21/2025	Cloth	0.9
Mireadon	12/21/2025	Skinning	0.02
Tmmbrr	12/21/2025	Herbalism	0.06
Tmmbrr	12/21/2025	Alchemy	0.01
Fumafuma	12/21/2025	Misc.	0.2299999999999999
Fumafuma	12/21/2025	Skinning	0.07
Fumafuma	12/21/2025	Cloth	0.2
Vikn	12/21/2025	Misc.	2.86
Vikn	12/21/2025	Mining	0.4
Vikn	12/21/2025	Meat	0.06
Vikn	12/21/2025	Herbalism	0.3
Ltlgun	12/21/2025	Cooking	11.25
Sinaga	12/21/2025	Cloth	0.4
Moomooet	12/21/2025	Misc.	0.08
Moomooet	12/21/2025	Meat	0.29
Moomooet	12/21/2025	First Aid	0.0
Moomooet	12/21/2025	Quest	0.04
Burninglove	12/21/2025	Mining	0.6000000000000001
Bearsome	12/21/2025	Tailoring	0.5
Fumafuma	12/21/2025	Fishing	0.5399999999999999
Oldncranky	12/21/2025	Misc.	0.02
Oldncranky	12/21/2025	Meat	0.06
Destruam	12/21/2025	Cloth	0.88
Ltlgun	12/21/2025	Alchemy	0.32
Ltlgun	12/21/2025	Misc.	0.06
Ltlgun	12/21/2025	Cloth	0.06
Ltlgun	12/21/2025	Skinning	2.8400000000000003
Oldncranky	12/21/2025	Cloth	0.62
Mireadon	12/21/2025	Engineering	0.02
Avindeha	12/21/2025	Cooking	0.3
Mireadon	12/21/2025	First Aid	0.2
Oldncranky	12/21/2025	Mining	0.16
Oldncranky	12/21/2025	Tailoring	0.02
Pixley	12/21/2025	Misc.	1.0
Sonragon	12/21/2025	Misc.	0.16
Bannasmire	12/21/2025	Skinning	0.02
Bintang	12/21/2025	Meat	14.4
Bintang	12/21/2025	Misc.	0.0
Moomooet	12/21/2025	Alchemy	0.0
Moomooet	12/21/2025	Cloth	0.8600000000000001
Sonragon	12/21/2025	Quest	2.62
Burninator	12/21/2025	Mining	0.03
Burninator	12/21/2025	Skinning	0.4
Visboutique	12/21/2025	Quest	0.2
Visboutique	12/21/2025	Misc.	0.3299999999999999
Visboutique	12/21/2025	Cloth	6.36
Visboutique	12/21/2025	Alchemy	0.18
Sweethawg	12/21/2025	Misc.	0.03
Sweethawg	12/21/2025	Skinning	0.09
Sweethawg	12/21/2025	Mining	0.06
Sweethawg	12/21/2025	Meat	0.04
Abelard	12/21/2025	Tailoring	6.0
Ltlgun	12/21/2025	Meat	0.01
Gheralt/ArtoriusVigo	12/21/2025	Banking	35.5
Kharn	12/21/2025	Banking	38.0
Jarn	12/21/2025	Banking	7.5
Taresitia	12/21/2025	Banking	4.0
Eilaurowen	12/21/2025	Banking	2.5
Allexie/Lireala/Bryllie	12/21/2025	Banking	13.0
Yire	12/21/2025	Banking	2.0
Kharn	12/21/2025	Crafting	38.0
Gabreal	12/22/2025	Community	3.0
Cymon	12/22/2025	Community	3.0
Dehuntress	12/22/2025	Skinning	0.21
Dehuntress	12/22/2025	Herbalism	1.62
Dehuntress	12/22/2025	Cloth	0.8
Covril	12/22/2025	Herbalism	0.79
Covril	12/22/2025	Meat	0.03
Covril	12/22/2025	Alchemy	0.1
Covril	12/22/2025	Misc.	1.04
Yire	12/22/2025	Meat	0.27
Yire	12/22/2025	Misc.	0.02
Yire	12/22/2025	Mining	0.03
Ingtar	12/22/2025	Gear	15.0
Ingtar	12/22/2025	Engineering	0.3
Ingtar	12/22/2025	Misc.	4.05
Ingtar	12/22/2025	Cloth	4.2
Ingtar	12/22/2025	Enchanting	35.1
Ingtar	12/22/2025	Skinning	0.07
Ingtar	12/22/2025	Quest	1.2000000000000002
Bloodknife	12/22/2025	Misc.	3.38
Bloodknife	12/22/2025	Alchemy	0.3
Kristinheals	12/22/2025	Quest	0.4
Kristinheals	12/22/2025	Herbalism	0.9400000000000002
Diggusbickus	12/22/2025	Quest	1.38
Ingtar	12/22/2025	Mining	0.72
Ingtar	12/22/2025	Herbalism	0.4
Bunbun	12/22/2025	Misc.	0.38
Karakisthree	12/22/2025	Meat	0.2
Burninator	12/22/2025	Alchemy	0.97
Fourthnipple	12/22/2025	Tailoring	1.75
Fourthnipple	12/22/2025	Misc.	0.15
Qarn	12/22/2025	Meat	20.77
Qarn	12/22/2025	Misc.	1.8000000000000005
Briceroy	12/22/2025	Alchemy	0.1
Briceroy	12/22/2025	Misc.	0.1
Briceroy	12/22/2025	Tailoring	0.01
Briceroy	12/22/2025	Meat	1.78
Veloz	12/22/2025	Mining	0.3
Veloz	12/22/2025	Misc.	1.1800000000000002
Fifthnipple	12/22/2025	Misc.	3.1
Furbag	12/22/2025	Tailoring	0.05
Furbag	12/22/2025	Meat	0.05
Furbag	12/22/2025	Cloth	0.94
Furbag	12/22/2025	Quest	0.18
Furbag	12/22/2025	Skinning	0.01
Tenathroy	12/22/2025	Herbalism	2.6
Tenathroy	12/22/2025	Misc.	1.0
Tenathroy	12/22/2025	Cloth	3.1
Tenathroy	12/22/2025	Alchemy	7.66
Tenathroy	12/22/2025	Skinning	0.47
Furbag	12/22/2025	Misc.	0.2
Darthrogue	12/22/2025	Tailoring	1.2
Thäelan	12/22/2025	Misc.	0.81
Chëmikill	12/22/2025	Tailoring	40.0
Furbag	12/22/2025	Herbalism	0.1
Thräe	12/22/2025	Misc.	0.11
Pangaean	12/22/2025	Cloth	0.4
Furbag	12/22/2025	Mining	0.03
Muddish	12/22/2025	Misc.	0.37
Fumafumabank	12/22/2025	Misc.	0.3299999999999999
Blood/Lews	12/22/2025	Banking	4.5
Gnormal	12/22/2025	Banking	8.0
AngryGary	12/22/2025	Banking	9.5
Allexie/Lireala/Bryllie	12/22/2025	Banking	8.5
Jarn	12/22/2025	Banking	2.5
Eilaurowen	12/22/2025	Banking	2.5
Kilroth	12/22/2025	Banking	11.0
Kharn	12/22/2025	Banking	6.0
Taresitia	12/22/2025	Banking	3.0
Yire	12/22/2025	Banking	0.5
Lireala	12/22/2025	Crafting	8.0
Feuerfinger	12/22/2025	Crafting	2.4
Loopi	12/22/2025	Crafting	0.5
Yire	12/22/2025	Crafting	0.5
Sraiden	12/22/2025	Cloth	12.0
Rustypriest	12/22/2025	Alchemy	0.15
Rustypriest	12/22/2025	Misc.	0.12
Rustypriest	12/22/2025	Cloth	2.02
Rustypriest	12/22/2025	Meat	1.57
Furbag	12/22/2025	Skinning	0.02
Furbag	12/22/2025	Herbalism	0.66
Taggartt	12/22/2025	First Aid	2.4
Yire	12/22/2025	Misc.	1.82
Yire	12/22/2025	Meat	6.69
Yire	12/22/2025	Herbalism	0.1
Mnor	12/22/2025	Skinning	0.8300000000000001
Mnor	12/22/2025	Meat	0.12
Mnor	12/22/2025	Mining	0.04
Feuerfinger	12/22/2025	Tailoring	14.42
Oldncranky	12/22/2025	Skinning	1.87
Feuerfinger	12/22/2025	Misc.	0.08
Moomooet	12/22/2025	Fishing	-0.28
Moomooet	12/22/2025	Cooking	0.11
Moomooet	12/22/2025	Meat	0.38
Taggartt	12/22/2025	Quest	1.46
Taggartt	12/22/2025	Cloth	6.1
Grondahl	12/22/2025	Alchemy	2.0
Dehuntress	12/22/2025	Meat	0.22
Yire	12/22/2025	Tailoring	3.3
Yire	12/22/2025	Gear	0.25
Yire	12/22/2025	Mining	1.51
Hatehunter	12/22/2025	Mining	0.2
Hatehunter	12/22/2025	Cloth	0.08
Hatehunter	12/22/2025	Herbalism	0.15
Rustypriest	12/22/2025	Skinning	0.09
Rustypriest	12/22/2025	Herbalism	0.52
Rustypriest	12/22/2025	Mining	0.1
Pimientito	12/22/2025	Mining	0.08
Pimientito	12/22/2025	Misc.	0.03
Vikn	12/22/2025	Misc.	4.85
Vikn	12/22/2025	Herbalism	12.8
Vikn	12/22/2025	Meat	1.28
Vikn	12/22/2025	Skinning	1.4200000000000002
Milligram	12/22/2025	Quest	0.1
Ltlgun	12/22/2025	Skinning	2.95
Ltlgun	12/22/2025	Mining	1.0
Ltlgun	12/22/2025	Meat	0.05
Ltlgun	12/22/2025	Alchemy	0.19
Ltlgun	12/22/2025	Misc.	0.13
Fumafuma	12/22/2025	Misc.	1.17
Fumafuma	12/22/2025	Herbalism	0.3
Fumafuma	12/22/2025	Fishing	2.01
Fumafumabank	12/22/2025	Misc.	8.459999999999999
Fumafumabank	12/22/2025	Skinning	24.71
Fumafumabank	12/22/2025	Alchemy	2.78
Fumafumabank	12/22/2025	Fishing	1.2
Tenathroy	12/22/2025	Skinning	3.28
Tenathroy	12/22/2025	Herbalism	10.5
Furbag	12/22/2025	Cloth	0.94
Furbag	12/22/2025	Mining	0.03
Burninglove	12/22/2025	Herbalism	2.9000000000000004
Burninglove	12/22/2025	Mining	1.07
Burninglove	12/22/2025	Quest	0.04
Burninglove	12/22/2025	Meat	0.31
Burninglove	12/22/2025	Misc.	0.39
Feuerfinger	12/22/2025	Meat	0.04
Feuerfinger	12/22/2025	Gear	0.4
Feuerfinger	12/22/2025	Engineering	0.01
Grondahl	12/22/2025	Cloth	36.0
Grondahl	12/22/2025	Misc.	3.17
Sayagirl	12/22/2025	Herbalism	110.96
Sayagirl	12/22/2025	Vendor	0.44
Sayagirl	12/22/2025	Alchemy	0.35
Sayagirl	12/22/2025	Fishing	0.15
Velozaah	12/22/2025	Gear	0.1
Velozaah	12/22/2025	Misc.	1.02
Thegunshow	12/22/2025	Skinning	0.67
Cjtheman	12/22/2025	Alchemy	1.0
Burninator	12/22/2025	Alchemy	0.12
Gheralt	12/22/2025	Skinning	4.73
Gheralt	12/22/2025	Meat	12.38
Gheralt	12/22/2025	Misc.	4.48
Tiá	12/22/2025	Tailoring	5.0
Cjtheman	12/22/2025	Misc.	1.83
Cjtheman	12/22/2025	Gear	0.25
Cjtheman	12/22/2025	Cloth	12.4
Loopi	12/22/2025	Tailoring	2.5
Damageme	12/22/2025	First Aid	1.0
Damageme	12/22/2025	Alchemy	0.5
Damageme	12/22/2025	Cloth	2.0
Damageme	12/22/2025	Misc.	0.25
Damageme	12/22/2025	Mining	0.1
Furbag	12/22/2025	Misc.	0.04
Mayhemmage	12/22/2025	Quest	0.19
Kamorence	12/22/2025	Misc.	0.04
Pimientito	12/22/2025	Quest	0.61
Jadiaz	12/22/2025	Meat	4.25
Jadiaz	12/22/2025	Misc.	0.02
Jadiaz	12/22/2025	Quest	0.06
Veloz	12/22/2025	Mining	1.5
Veloz	12/22/2025	Misc.	0.49
Veloz	12/22/2025	Engineering	1.0
Fruitlestank	12/22/2025	Meat	0.98
Fruitlestank	12/22/2025	Misc.	0.37
Fruitlestank	12/22/2025	Gear	0.08
Draeden	12/22/2025	Meat	11.8
Draeden	12/22/2025	Misc.	7.81
Draeden	12/22/2025	Mining	16.27
Hatehunter	12/22/2025	Meat	0.03
Hatehunter	12/22/2025	Skinning	0.1
Hatehunter	12/22/2025	Misc.	0.65
Hatehunter	12/22/2025	Alchemy	0.02
Tenathroy	12/22/2025	Misc.	0.3
Ingtar	12/22/2025	Enchanting	9.0
Jägerin	12/22/2025	Misc.	1.06
Jägerin	12/22/2025	Meat	30.26
Jägerin	12/22/2025	Mining	0.17
Lizzié	12/22/2025	Tailoring	8.85
Taresitia	12/22/2025	Misc.	0.65
Taresitia	12/22/2025	Meat	0.4
Moomooet	12/22/2025	Vendor	0.0
Oldncranky	12/22/2025	Alchemy	0.01
Oldncranky	12/22/2025	Meat	2.77
Oldncranky	12/22/2025	Herbalism	0.68
Tenathroy	12/22/2025	Alchemy	0.98
Kurgan	12/22/2025	Engineering	6.800000000000001
Angrygary	12/22/2025	Quest	8.61
Angrygary	12/22/2025	Misc.	0.16
Fumafuma	12/22/2025	Alchemy	2.08
Thormortxi	12/22/2025	Cooking	8.46
Oldncranky	12/22/2025	Misc.	0.0275
Gravehound	12/22/2025	Blacksmithing	0.1
Gravehound	12/22/2025	First Aid	0.2
Tenathroy	12/22/2025	Mining	1.35
Moomooet	12/22/2025	Misc.	4.14
Moomooet	12/22/2025	Gear	0.25
Moomooet	12/22/2025	Skinning	0.4
Moomooet	12/22/2025	Mining	0.04
Snowmelt	12/22/2025	Misc.	3.72
Snowdriver	12/22/2025	Mining	1.0
Dilirra	12/22/2025	Misc.	2.71
Vikn	12/22/2025	Mining	0.04
Loopi	12/22/2025	Alchemy	0.4
Loopi	12/22/2025	Misc.	0.24
Loopi	12/22/2025	Cloth	0.8
Loopi	12/22/2025	Enchanting	0.12
Abelard	12/22/2025	Cloth	0.8
Abelard	12/22/2025	Misc.	0.43
Bankrobero	12/22/2025	Quest	0.21
Thormortxi	12/22/2025	Alchemy	0.15
Thormortxi	12/22/2025	Meat	0.2
Dehuntress	12/22/2025	Skinning	0.29
Dehuntress	12/22/2025	Herbalism	0.31
Snowmelt	12/22/2025	Herbalism	3.8
Snowmelt	12/22/2025	Meat	1.4
Snowmelt	12/22/2025	Mining	0.08
Neverdiedh	12/22/2025	Quest	1.28
Neverdiedh	12/22/2025	Misc.	0.99
Lireala	12/22/2025	Tailoring	35.0
Esairia	12/22/2025	Meat	0.8
Esairia	12/22/2025	Quest	0.04
Astraeon	12/22/2025	Misc.	0.37
Esairia	12/22/2025	Alchemy	0.28
Snowshoe	12/22/2025	Misc.	3.71
Thegunshow	12/22/2025	Mining	0.2
Spunkiee	12/22/2025	Misc.	0.0
Snowshoe	12/22/2025	Quest	0.4599999999999999
Oldncranky	12/22/2025	Mining	0.01
Oldncranky	12/22/2025	Cloth	0.02
Burninglove	12/22/2025	Alchemy	0.06
Angrygary	12/22/2025	Mining	6.95
Angrygary	12/22/2025	Cloth	9.0
Angrygary	12/22/2025	Meat	0.8
Fumafuma	12/22/2025	Meat	0.18
Bryllie	12/22/2025	Quest	47.7
Destruam	12/22/2025	Cloth	0.8400000000000001
Furbag	12/22/2025	Alchemy	0.2
Neverdieddrd	12/22/2025	Misc.	-0.2
Kildottie	12/22/2025	Cloth	0.46
Balpheerin	12/22/2025	Cloth	1.2000000000000002
Slingblade	12/22/2025	Cloth	3.2
Yire	12/22/2025	Alchemy	0.25
Covril	12/22/2025	Cloth	0.06
Covril	12/22/2025	Meat	1.3300000000000003
Covril	12/22/2025	Mining	0.01
Covril	12/22/2025	Misc.	0.04
Lews	12/22/2025	Misc.	4.74
Lews	12/22/2025	Herbalism	1.56
Mireadon	12/22/2025	Misc.	3.83
Mireadon	12/22/2025	Meat	0.42
Eilaurowen	12/22/2025	Misc.	0.24
Eilaurowen	12/22/2025	Mining	0.01
Eilaurowen	12/22/2025	Cooking	0.38
Eilaurowen	12/22/2025	Cloth	0.56
Abelard	12/22/2025	Tailoring	3.0
Dawngarden	12/22/2025	Meat	2.3600000000000003
Briceroy	12/22/2025	Skinning	0.0
Briceroy	12/22/2025	Misc.	0.01
Mireadon	12/22/2025	Cloth	0.26
Mireadon	12/22/2025	Alchemy	0.0
Neverdiedh	12/22/2025	Meat	1.08
Neverdiedh	12/22/2025	Cloth	2.4000000000000004
Ohmywordcad	12/22/2025	Fishing	0.4
Ohmywordcad	12/22/2025	Meat	0.15
Fumafumabank	12/22/2025	Meat	8.4
Fumafumabank	12/22/2025	Leatherworking	2.4000000000000004
Fumafumabank	12/22/2025	Quest	0.4
Fumafumabank	12/22/2025	Mining	0.56
Fumafumabank	12/22/2025	Tailoring	0.5
Fumafumabank	12/22/2025	Cloth	2.0
Fumafumabank	12/22/2025	Herbalism	0.9
Dawngarden	12/22/2025	Fishing	1.5
Bäelan	12/22/2025	Mining	3.56
Eilaurowen	12/22/2025	Meat	0.06
Eilaurowen	12/22/2025	Alchemy	0.01
Mireadon	12/22/2025	Cooking	0.35
Mireadon	12/22/2025	Skinning	0.06
Lonewarrior	12/22/2025	Misc.	1.08
Lonewarrior	12/22/2025	Meat	0.5
Makenzi	12/22/2025	Enchanting	14.0
Mnor	12/22/2025	Misc.	0.0
Gnoobie	12/22/2025	Misc.	1.97
Gnoobie	12/22/2025	Cloth	2.4000000000000004
Gnoobie	12/22/2025	Meat	0.46
Gnoobie	12/22/2025	Mining	0.09
Gnoobie	12/22/2025	Alchemy	0.06
Ghromz	12/22/2025	Banking	25.5
Kilroth	12/22/2025	Banking	17.5
AngryGary	12/22/2025	Banking	10.5
Taresitia	12/22/2025	Banking	7.5
Kharn	12/22/2025	Banking	15.0
Yire	12/22/2025	Banking	9.0
Nights	12/23/2025	Community	3.0
Healaheala	12/23/2025	Community	3.0
Moomooet	12/23/2025	Community	3.0
Crackshot	12/23/2025	Community	3.0
Ghromz	12/23/2025	Banking	25.0
Blood/Lews	12/23/2025	Banking	1.5
Allexie/Lireala/Bryllie	12/23/2025	Banking	36.5
Kilroth	12/23/2025	Banking	13.5
Eilaurowen	12/23/2025	Banking	3.0
Yire	12/23/2025	Banking	3.5
Feuerfinger	12/23/2025	Crafting	28.0
Ghromz	12/23/2025	Crafting	66.7
Balkroth	12/24/2025	Community	3.0
Zerabae	12/24/2025	Community	3.0
Stabbymcbain	12/24/2025	Community	3.0
Holynipple	12/24/2025	Community	3.0
Dawngarden	12/24/2025	Tailoring	0.04
Kilrish	12/24/2025	Meat	0.5700000000000001
Neverdiedmfr	12/24/2025	Misc.	0.08
Neverdiedmfr	12/24/2025	Mining	0.01
Neverdiedmfr	12/24/2025	Meat	0.35
Thormortxi	12/24/2025	Cloth	4.0
Thormortxi	12/24/2025	Mining	0.03
Hollytree	12/24/2025	Misc.	0.36
Hollytree	12/24/2025	Gear	0.15
Snowfun	12/24/2025	Herbalism	1.7000000000000002
Snowfun	12/24/2025	Mining	0.31
Snowfun	12/24/2025	Meat	0.27
Avindeha	12/24/2025	Skinning	5.5
Shamalas	12/24/2025	Misc.	0.74
Boshido	12/24/2025	Alchemy	12.5
Karakisthree	12/24/2025	Herbalism	0.4
Briceroy	12/24/2025	Tailoring	0.48
Muddish	12/24/2025	Fishing	1.05
Muddish	12/24/2025	Gear	0.3
Thymesis	12/24/2025	Mining	0.05
Pangaean	12/24/2025	Tailoring	0.35
Pangaean	12/24/2025	Cloth	4.0
Santajohanna	12/24/2025	Alchemy	0.1
Santajohanna	12/24/2025	Meat	0.4
Santajohanna	12/24/2025	Misc.	0.08
Santajohanna	12/24/2025	Herbalism	0.2
Oldncranky	12/24/2025	Skinning	0.69
Oldncranky	12/24/2025	Meat	0.04
Mnormage	12/24/2025	Mining	0.06
Destruam	12/24/2025	Cloth	7.1000000000000005
Destruam	12/24/2025	Meat	2.04
Vikn	12/24/2025	Herbalism	1.8
Vikn	12/24/2025	Skinning	4.8500000000000005
Vikn	12/24/2025	Misc.	1.16
Vikn	12/24/2025	Quest	0.39
Bunnyowned	12/24/2025	Mining	0.26
Thräe	12/24/2025	Misc.	0.73
Veloz	12/24/2025	Cloth	7.94
Veloz	12/24/2025	Mining	0.07
Veloz	12/24/2025	Misc.	0.04
Veloz	12/24/2025	Meat	0.91
Pimientito	12/24/2025	Meat	0.6000000000000001
Mireadon	12/24/2025	Misc.	1.7000000000000002
Mireadon	12/24/2025	Engineering	0.02
Mireadon	12/24/2025	Meat	1.53
Mireadon	12/24/2025	Mining	0.09
Mireadon	12/24/2025	Cloth	0.42
Jadiaz	12/24/2025	Skinning	0.09
Jadiaz	12/24/2025	Cloth	0.06
Jadiaz	12/24/2025	Tailoring	0.01
Jadiaz	12/24/2025	Meat	1.72
Jadiaz	12/24/2025	Mining	0.04
Jadiaz	12/24/2025	Misc.	0.6799999999999999
Zalf	12/24/2025	Misc.	2.38
Zalf	12/24/2025	Gear	1.0
Mayhemrogue	12/24/2025	Quest	0.26
Taresitia	12/24/2025	Meat	0.05
Taresitia	12/24/2025	Quest	0.07
Angelseyes	12/24/2025	Skinning	0.4
Poppabandit	12/24/2025	Enchanting	1.2000000000000002
Mireadon	12/24/2025	Skinning	0.4
Risae	12/24/2025	Alchemy	0.01
Risae	12/24/2025	Meat	0.07
Risae	12/24/2025	Misc.	0.0
Risae	12/24/2025	Mining	2.0
Siare	12/24/2025	Mining	0.09
Siare	12/24/2025	Skinning	0.01
Bryllie	12/24/2025	Alchemy	0.24
Sonragon	12/24/2025	Misc.	0.27
Sonragon	12/24/2025	Meat	3.6
Sonragon	12/24/2025	Quest	0.1
Sonragon	12/24/2025	Enchanting	0.02
Holynipple	12/24/2025	Meat	4.0
Holynipple	12/24/2025	Cloth	0.26
Holynipple	12/24/2025	Herbalism	0.19
Dhbag	12/24/2025	Skinning	0.1
Sraiden	12/24/2025	Cloth	6.0
Rustypriest	12/24/2025	Skinning	0.06
Rustypriest	12/24/2025	Misc.	0.78
Rustypriest	12/24/2025	Gear	0.3
Rustypriest	12/24/2025	Herbalism	1.77
Cjtheman	12/24/2025	Mining	0.2
Cjtheman	12/24/2025	Misc.	1.09
Cjtheman	12/24/2025	Alchemy	0.04
Subparheals	12/24/2025	Herbalism	1.2000000000000002
Roterbart	12/24/2025	Meat	2.01
Roterbart	12/24/2025	Mining	4.12
Roterbart	12/24/2025	Cloth	0.48
Roterbart	12/24/2025	Alchemy	0.11
Ursas	12/24/2025	Meat	0.94
Cjtheman	12/24/2025	Cloth	12.0
Kongarth	12/24/2025	Skinning	0.03
Kongarth	12/24/2025	Mining	0.05
Crackshot	12/24/2025	Vendor	1.0
Kongarth	12/24/2025	Alchemy	1.27
Abelard	12/24/2025	Misc.	0.52
Abelard	12/24/2025	Cloth	8.0
Milligram	12/24/2025	Misc.	2.4000000000000004
